# started on Mon Feb  5 20:00:00 2024


 Performance counter stats for 'system wide':

               101      syscalls:sys_exit_brk                                       
                 7      syscalls:sys_exit_capget                                    
                 1      syscalls:sys_exit_capset                                    
                 4      syscalls:sys_exit_chdir                                     
                 0      syscalls:sys_exit_chmod                                     
                 0      syscalls:sys_exit_chown                                     
                 0      syscalls:sys_exit_chroot                                    
                 0      syscalls:sys_exit_clock_adjtime                                   
                 0      syscalls:sys_exit_clock_getres                                   
                 0      syscalls:sys_exit_clock_gettime                                   
                 0      syscalls:sys_exit_clock_nanosleep                                   
                 0      syscalls:sys_exit_clock_settime                                   
               234      syscalls:sys_exit_clone                                     
                 0      syscalls:sys_exit_clone3                                    
             5,083      syscalls:sys_exit_close                                     
                 0      syscalls:sys_exit_close_range                                   
                20      syscalls:sys_exit_connect                                   
                 0      syscalls:sys_exit_copy_file_range                                   
                 0      syscalls:sys_exit_creat                                     
                 0      syscalls:sys_exit_delete_module                                   
                 0      syscalls:sys_exit_dup                                       
                20      syscalls:sys_exit_dup2                                      
                11      syscalls:sys_exit_dup3                                      
                 0      syscalls:sys_exit_epoll_create                                   
                 6      syscalls:sys_exit_epoll_create1                                   
               123      syscalls:sys_exit_epoll_ctl                                   
             2,787      syscalls:sys_exit_epoll_pwait                                   
                 0      syscalls:sys_exit_epoll_pwait2                                   
               228      syscalls:sys_exit_epoll_wait                                   
                 0      syscalls:sys_exit_eventfd                                   
                 0      syscalls:sys_exit_eventfd2                                   
                26      syscalls:sys_exit_execve                                    
                 0      syscalls:sys_exit_execveat                                   
                 0      syscalls:sys_exit_exit                                      
                 0      syscalls:sys_exit_exit_group                                   
                 5      syscalls:sys_exit_faccessat                                   
                10      syscalls:sys_exit_faccessat2                                   
                 1      syscalls:sys_exit_fadvise64                                   
                 0      syscalls:sys_exit_fallocate                                   
                 0      syscalls:sys_exit_fanotify_init                                   
                 0      syscalls:sys_exit_fanotify_mark                                   
                 0      syscalls:sys_exit_fchdir                                    
                15      syscalls:sys_exit_fchmod                                    
                 4      syscalls:sys_exit_fchmodat                                   
                 2      syscalls:sys_exit_fchown                                    
                 0      syscalls:sys_exit_fchownat                                   
               462      syscalls:sys_exit_fcntl                                     
                 0      syscalls:sys_exit_fdatasync                                   
                 0      syscalls:sys_exit_fgetxattr                                   
                 0      syscalls:sys_exit_finit_module                                   
                 0      syscalls:sys_exit_flistxattr                                   
                 0      syscalls:sys_exit_flock                                     
                 0      syscalls:sys_exit_fork                                      
                 0      syscalls:sys_exit_fremovexattr                                   
                 0      syscalls:sys_exit_fsconfig                                   
                 0      syscalls:sys_exit_fsetxattr                                   
                 0      syscalls:sys_exit_fsmount                                   
                 0      syscalls:sys_exit_fsopen                                    
                 0      syscalls:sys_exit_fspick                                    
                13      syscalls:sys_exit_fstatfs                                   
                 4      syscalls:sys_exit_fsync                                     
                 6      syscalls:sys_exit_ftruncate                                   
             3,588      syscalls:sys_exit_futex                                     
                 0      syscalls:sys_exit_futex_waitv                                   
                 0      syscalls:sys_exit_futimesat                                   
                 0      syscalls:sys_exit_get_mempolicy                                   
                 0      syscalls:sys_exit_get_robust_list                                   
                 0      syscalls:sys_exit_getcpu                                    
                 2      syscalls:sys_exit_getcwd                                    
                27      syscalls:sys_exit_getdents                                   
                 2      syscalls:sys_exit_getdents64                                   
                56      syscalls:sys_exit_getegid                                   
                62      syscalls:sys_exit_geteuid                                   
                56      syscalls:sys_exit_getgid                                    
                 2      syscalls:sys_exit_getgroups                                   
                 0      syscalls:sys_exit_getitimer                                   
                 5      syscalls:sys_exit_getpeername                                   
                 0      syscalls:sys_exit_getpgid                                   
                 6      syscalls:sys_exit_getpgrp                                   
                67      syscalls:sys_exit_getpid                                    

      69.758514150 seconds time elapsed

